Time,Open,High,Low,Close,Volume
2026-05-22 09:13:45.112,7507.5000,7510.2500,7507.5000,7509.5000,2635
2026-05-22 09:15:51.528,7509.7500,7510.0000,7505.2500,7505.5000,2463
2026-05-22 09:16:16.344,7505.5000,7506.2500,7504.0000,7506.0000,2595
2026-05-22 09:18:30.052,7506.0000,7507.2500,7505.5000,7506.0000,2421
2026-05-22 09:19:40.316,7506.0000,7506.0000,7503.7500,7504.0000,2397
2026-05-22 09:21:06.624,7504.0000,7506.5000,7502.7500,7506.2500,2398
2026-05-22 09:23:22.552,7506.2500,7508.0000,7505.7500,7505.7500,2442
2026-05-22 09:25:27.516,7505.7500,7505.7500,7503.0000,7503.2500,2378
2026-05-22 09:26:56.564,7503.2500,7507.0000,7503.2500,7507.0000,2436
2026-05-22 09:28:46.304,7507.0000,7507.7500,7505.2500,7506.2500,2451
2026-05-22 09:30:31.380,7506.2500,7509.2500,7506.2500,7508.5000,2347
2026-05-22 09:31:55.096,7508.5000,7510.5000,7508.5000,7510.2500,2492
